fra;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
FR;2021-03-10-2021-03-16;69;12356;57.2;8967;72.6;660;5.3;1044;8.4;1685;13.6
FR;2021-03-10-2021-03-16;79;7198;58;5058;70.3;344;4.8;721;10;1075;14.9
FR;2021-03-10-2021-03-16;89;4395;61.3;2832;64.4;208;4.7;497;11.3;858;19.5
FR;2021-03-10-2021-03-16;90;1702;61.4;1045;61.4;78;4.6;222;13;357;21
FR;2021-03-11-2021-03-17;09;7784;61.9;5753;73.9;331;4.3;955;12.3;745;9.6
FR;2021-03-11-2021-03-17;19;19883;55.8;15039;75.6;915;4.6;1767;8.9;2162;10.9
FR;2021-03-11-2021-03-17;29;21285;51.8;16028;75.3;1119;5.3;1953;9.2;2185;10.3
FR;2021-03-11-2021-03-17;39;20765;52.7;15728;75.7;980;4.7;1787;8.6;2270;10.9
FR;2021-03-11-2021-03-17;49;20576;55.1;15670;76.2;966;4.7;1743;8.5;2197;10.7
FR;2021-03-11-2021-03-17;59;18132;55.6;13549;74.7;920;5.1;1543;8.5;2120;11.7
FR;2021-03-11-2021-03-17;69;12712;57.7;9311;73.2;677;5.3;1080;8.5;1644;12.9
FR;2021-03-11-2021-03-17;79;7298;58.4;5175;70.9;360;4.9;713;9.8;1050;14.4
FR;2021-03-11-2021-03-17;89;4426;61.3;2905;65.6;203;4.6;505;11.4;813;18.4
FR;2021-03-11-2021-03-17;90;1728;61.5;1083;62.7;73;4.2;233;13.5;339;19.6
FR;2021-03-12-2021-03-18;09;8188;61.6;6106;74.6;331;4;986;12;765;9.3
FR;2021-03-12-2021-03-18;19;20446;56.1;15584;76.2;914;4.5;1831;9;2117;10.4
FR;2021-03-12-2021-03-18;29;21491;52.3;16264;75.7;1101;5.1;1983;9.2;2143;10
FR;2021-03-12-2021-03-18;39;21220;53.1;16187;76.3;995;4.7;1855;8.7;2183;10.3
FR;2021-03-12-2021-03-18;49;20883;55.4;16025;76.7;947;4.5;1806;8.6;2105;10.1
FR;2021-03-12-2021-03-18;59;18472;56;13923;75.4;951;5.1;1555;8.4;2043;11.1
FR;2021-03-12-2021-03-18;69;13172;58.7;9745;74;698;5.3;1128;8.6;1601;12.2
FR;2021-03-12-2021-03-18;79;7371;58.7;5282;71.7;343;4.7;709;9.6;1037;14.1
FR;2021-03-12-2021-03-18;89;4459;61.4;3004;67.4;197;4.4;470;10.5;788;17.7
FR;2021-03-12-2021-03-18;90;1768;61.8;1140;64.5;71;4;236;13.3;321;18.2
FR;2021-03-13-2021-03-19;09;8602;61.6;6405;74.5;323;3.8;1097;12.8;777;9
FR;2021-03-13-2021-03-19;19;21058;56.6;16124;76.6;917;4.4;1925;9.1;2092;9.9
FR;2021-03-13-2021-03-19;29;21718;52.9;16491;75.9;1113;5.1;2051;9.4;2063;9.5
FR;2021-03-13-2021-03-19;39;21754;53.8;16728;76.9;984;4.5;1895;8.7;2147;9.9
FR;2021-03-13-2021-03-19;49;21299;55.8;16417;77.1;952;4.5;1900;8.9;2030;9.5
FR;2021-03-13-2021-03-19;59;18836;56.6;14318;76;950;5;1590;8.4;1978;10.5
FR;2021-03-13-2021-03-19;69;13406;59.2;10015;74.7;734;5.5;1164;8.7;1493;11.1
FR;2021-03-13-2021-03-19;79;7481;59.1;5406;72.3;335;4.5;728;9.7;1012;13.5
FR;2021-03-13-2021-03-19;89;4476;61.4;3073;68.7;195;4.4;477;10.7;731;16.3
FR;2021-03-13-2021-03-19;90;1793;61.4;1188;66.3;62;3.5;235;13.1;308;17.2
FR;2021-03-14-2021-03-20;09;8735;61.4;6530;74.8;333;3.8;1082;12.4;790;9
FR;2021-03-14-2021-03-20;19;21383;56.8;16417;76.8;927;4.3;1942;9.1;2097;9.8
FR;2021-03-14-2021-03-20;29;21729;53.3;16572;76.3;1098;5.1;2044;9.4;2015;9.3
FR;2021-03-14-2021-03-20;39;21929;54.2;16953;77.3;974;4.4;1905;8.7;2097;9.6
FR;2021-03-14-2021-03-20;49;21580;56.1;16694;77.4;967;4.5;1934;9;1985;9.2
FR;2021-03-14-2021-03-20;59;18869;56.8;14396;76.3;932;4.9;1608;8.5;1933;10.2
FR;2021-03-14-2021-03-20;69;13576;59.7;10174;74.9;745;5.5;1169;8.6;1488;11
FR;2021-03-14-2021-03-20;79;7507;59.4;5438;72.4;338;4.5;750;10;981;13.1
FR;2021-03-14-2021-03-20;89;4473;61.7;3073;68.7;194;4.3;477;10.7;729;16.3
FR;2021-03-14-2021-03-20;90;1796;61.4;1192;66.4;64;3.6;229;12.8;311;17.3
FR;2021-03-15-2021-03-21;09;8763;61.4;6542;74.7;338;3.9;1093;12.5;790;9
FR;2021-03-15-2021-03-21;19;21407;56.7;16438;76.8;927;4.3;1959;9.2;2083;9.7
FR;2021-03-15-2021-03-21;29;21706;53.3;16544;76.2;1101;5.1;2052;9.5;2009;9.3
FR;2021-03-15-2021-03-21;39;21949;54.2;16961;77.3;986;4.5;1923;8.8;2079;9.5
FR;2021-03-15-2021-03-21;49;21581;56.1;16703;77.4;963;4.5;1941;9;1974;9.1
FR;2021-03-15-2021-03-21;59;18874;56.8;14410;76.3;916;4.9;1612;8.5;1936;10.3
FR;2021-03-15-2021-03-21;69;13597;59.7;10192;75;743;5.5;1183;8.7;1479;10.9
FR;2021-03-15-2021-03-21;79;7519;59.4;5440;72.4;335;4.5;759;10.1;985;13.1
FR;2021-03-15-2021-03-21;89;4492;61.9;3091;68.8;189;4.2;481;10.7;731;16.3
FR;2021-03-15-2021-03-21;90;1803;61.3;1195;66.3;62;3.4;229;12.7;317;17.6
FR;2021-03-16-2021-03-22;09;9153;60.8;6857;74.9;356;3.9;1182;12.9;758;8.3
FR;2021-03-16-2021-03-22;19;22270;56.8;17184;77.2;907;4.1;2130;9.6;2049;9.2
FR;2021-03-16-2021-03-22;29;21866;53.8;16811;76.9;1088;5;2106;9.6;1861;8.5
FR;2021-03-16-2021-03-22;39;22402;54.6;17307;77.3;1032;4.6;2073;9.3;1990;8.9
FR;2021-03-16-2021-03-22;49;22246;56.3;17316;77.8;1014;4.6;2058;9.3;1858;8.4
FR;2021-03-16-2021-03-22;59;19253;57.1;14839;77.1;921;4.8;1665;8.6;1828;9.5
FR;2021-03-16-2021-03-22;69;13837;60;10431;75.4;752;5.4;1259;9.1;1395;10.1
FR;2021-03-16-2021-03-22;79;7563;59.3;5543;73.3;342;4.5;732;9.7;946;12.5
FR;2021-03-16-2021-03-22;89;4480;61.9;3188;71.2;177;4;480;10.7;635;14.2
FR;2021-03-16-2021-03-22;90;1810;61;1244;68.7;60;3.3;235;13;271;15
FR;2021-03-17-2021-03-23;09;9612;61.6;7209;75;364;3.8;1289;13.4;750;7.8
FR;2021-03-17-2021-03-23;19;23326;57.5;18170;77.9;956;4.1;2208;9.5;1992;8.5
FR;2021-03-17-2021-03-23;29;22268;54.6;17164;77.1;1070;4.8;2217;10;1817;8.2
FR;2021-03-17-2021-03-23;39;23179;55.3;18011;77.7;1035;4.5;2195;9.5;1938;8.4
FR;2021-03-17-2021-03-23;49;23105;57.1;18143;78.5;1026;4.4;2125;9.2;1811;7.8
FR;2021-03-17-2021-03-23;59;19855;57.8;15387;77.5;916;4.6;1746;8.8;1806;9.1
FR;2021-03-17-2021-03-23;69;14199;60.7;10810;76.1;747;5.3;1277;9;1365;9.6
FR;2021-03-17-2021-03-23;79;7823;60.2;5769;73.7;360;4.6;756;9.7;938;12
FR;2021-03-17-2021-03-23;89;4513;62.1;3232;71.6;184;4.1;498;11;599;13.3
FR;2021-03-17-2021-03-23;90;1853;61.6;1284;69.3;71;3.8;245;13.2;253;13.7
FR;2021-03-18-2021-03-24;09;9982;61.4;7552;75.7;369;3.7;1315;13.2;746;7.5
FR;2021-03-18-2021-03-24;19;24182;57.1;19047;78.8;963;4;2224;9.2;1948;8.1
FR;2021-03-18-2021-03-24;29;22486;53.9;17457;77.6;1061;4.7;2133;9.5;1835;8.2
FR;2021-03-18-2021-03-24;39;23802;55.1;18655;78.4;1063;4.5;2195;9.2;1889;7.9
FR;2021-03-18-2021-03-24;49;23639;56.8;18753;79.3;1032;4.4;2108;8.9;1746;7.4
FR;2021-03-18-2021-03-24;59;20382;57.6;15919;78.1;936;4.6;1772;8.7;1755;8.6
FR;2021-03-18-2021-03-24;69;14452;60.4;11150;77.2;740;5.1;1261;8.7;1301;9
FR;2021-03-18-2021-03-24;79;8057;60.2;6010;74.6;349;4.3;785;9.7;913;11.3
FR;2021-03-18-2021-03-24;89;4606;62.1;3342;72.6;188;4.1;508;11;568;12.3
FR;2021-03-18-2021-03-24;90;1877;61.9;1308;69.7;81;4.3;249;13.3;239;12.7
FR;2021-03-19-2021-03-25;09;10168;60.4;7735;76.1;373;3.7;1358;13.4;702;6.9
FR;2021-03-19-2021-03-25;19;24759;55.9;19552;79;975;3.9;2315;9.4;1917;7.7
FR;2021-03-19-2021-03-25;29;22649;52.8;17681;78.1;1093;4.8;2137;9.4;1738;7.7
FR;2021-03-19-2021-03-25;39;24046;53.9;18945;78.8;1053;4.4;2243;9.3;1805;7.5
FR;2021-03-19-2021-03-25;49;23998;55.6;19139;79.8;1045;4.4;2113;8.8;1701;7.1
FR;2021-03-19-2021-03-25;59;20529;56.2;16157;78.7;922;4.5;1772;8.6;1678;8.2
FR;2021-03-19-2021-03-25;69;14373;58.7;11155;77.6;714;5;1267;8.8;1237;8.6
FR;2021-03-19-2021-03-25;79;8037;59.3;6038;75.1;344;4.3;788;9.8;867;10.8
FR;2021-03-19-2021-03-25;89;4595;60.9;3365;73.2;188;4.1;521;11.3;521;11.3
FR;2021-03-19-2021-03-25;90;1871;61.1;1272;68;89;4.8;267;14.3;243;13
FR;2021-03-20-2021-03-26;09;10531;60.7;8077;76.7;395;3.8;1362;12.9;697;6.6
FR;2021-03-20-2021-03-26;19;25976;55.8;20716;79.8;1030;4;2362;9.1;1868;7.2
FR;2021-03-20-2021-03-26;29;23091;52.6;18226;78.9;1063;4.6;2110;9.1;1692;7.3
FR;2021-03-20-2021-03-26;39;24678;53.8;19613;79.5;1088;4.4;2242;9.1;1735;7
FR;2021-03-20-2021-03-26;49;24779;55.6;19882;80.2;1082;4.4;2111;8.5;1704;6.9
FR;2021-03-20-2021-03-26;59;21062;56.1;16704;79.3;961;4.6;1778;8.4;1619;7.7
FR;2021-03-20-2021-03-26;69;14703;58.5;11480;78.1;720;4.9;1252;8.5;1251;8.5
FR;2021-03-20-2021-03-26;79;8176;59.2;6248;76.4;353;4.3;759;9.3;816;10
FR;2021-03-20-2021-03-26;89;4646;60.8;3461;74.5;183;3.9;513;11;489;10.5
FR;2021-03-20-2021-03-26;90;1901;61.3;1314;69.1;87;4.6;257;13.5;243;12.8
FR;2021-03-21-2021-03-27;09;10706;60.6;8199;76.6;409;3.8;1402;13.1;696;6.5
FR;2021-03-21-2021-03-27;19;26359;55.4;21145;80.2;1040;3.9;2367;9;1807;6.9
FR;2021-03-21-2021-03-27;29;23471;52.4;18621;79.3;1063;4.5;2109;9;1678;7.1
FR;2021-03-21-2021-03-27;39;24972;53.4;19872;79.6;1108;4.4;2253;9;1739;7
FR;2021-03-21-2021-03-27;49;25087;55.3;20211;80.6;1090;4.3;2098;8.4;1688;6.7
FR;2021-03-21-2021-03-27;59;21418;56.2;17076;79.7;964;4.5;1785;8.3;1593;7.4
FR;2021-03-21-2021-03-27;69;14857;58.4;11651;78.4;739;5;1263;8.5;1204;8.1
FR;2021-03-21-2021-03-27;79;8263;59.2;6373;77.1;353;4.3;741;9;796;9.6
FR;2021-03-21-2021-03-27;89;4702;60.7;3532;75.1;187;4;513;10.9;470;10
FR;2021-03-21-2021-03-27;90;1939;62;1348;69.5;88;4.5;268;13.8;235;12.1
FR;2021-03-22-2021-03-28;09;10719;60.4;8220;76.7;403;3.8;1398;13;698;6.5
FR;2021-03-22-2021-03-28;19;26426;55.5;21212;80.3;1044;4;2364;8.9;1806;6.8
FR;2021-03-22-2021-03-28;29;23504;52.5;18676;79.5;1056;4.5;2098;8.9;1674;7.1
FR;2021-03-22-2021-03-28;39;24977;53.5;19910;79.7;1112;4.5;2226;8.9;1729;6.9
FR;2021-03-22-2021-03-28;49;25159;55.4;20274;80.6;1101;4.4;2090;8.3;1694;6.7
FR;2021-03-22-2021-03-28;59;21391;56.2;17069;79.8;960;4.5;1782;8.3;1580;7.4
FR;2021-03-22-2021-03-28;69;14873;58.4;11688;78.6;742;5;1247;8.4;1196;8
FR;2021-03-22-2021-03-28;79;8261;59.1;6394;77.4;350;4.2;736;8.9;781;9.5
FR;2021-03-22-2021-03-28;89;4732;60.7;3565;75.3;188;4;521;11;458;9.7
FR;2021-03-22-2021-03-28;90;1933;62.1;1353;70;90;4.7;269;13.9;221;11.4
FR;2021-03-23-2021-03-29;09;10972;60.3;8498;77.5;416;3.8;1369;12.5;689;6.3
FR;2021-03-23-2021-03-29;19;27478;55.4;22311;81.2;1046;3.8;2351;8.6;1770;6.4
FR;2021-03-23-2021-03-29;29;24100;52.5;19385;80.4;1051;4.4;2058;8.5;1606;6.7
FR;2021-03-23-2021-03-29;39;25611;53.7;20627;80.5;1099;4.3;2195;8.6;1690;6.6
FR;2021-03-23-2021-03-29;49;25868;55.4;21115;81.6;1075;4.2;2008;7.8;1670;6.5
FR;2021-03-23-2021-03-29;59;22041;56.4;17778;80.7;987;4.5;1731;7.9;1545;7
FR;2021-03-23-2021-03-29;69;15184;58.4;12055;79.4;753;5;1223;8.1;1153;7.6
FR;2021-03-23-2021-03-29;79;8457;59.5;6585;77.9;355;4.2;754;8.9;763;9
FR;2021-03-23-2021-03-29;89;4892;61.4;3706;75.8;204;4.2;530;10.8;452;9.2
FR;2021-03-23-2021-03-29;90;1989;62.4;1404;70.6;100;5;255;12.8;230;11.6
FR;2021-03-24-2021-03-30;09;11092;59.1;8569;77.3;418;3.8;1386;12.5;719;6.5
FR;2021-03-24-2021-03-30;19;27848;54.3;22676;81.4;1054;3.8;2372;8.5;1746;6.3
FR;2021-03-24-2021-03-30;29;24169;51.2;19526;80.8;1081;4.5;2013;8.3;1549;6.4
FR;2021-03-24-2021-03-30;39;25643;52.8;20752;80.9;1106;4.3;2142;8.4;1643;6.4
FR;2021-03-24-2021-03-30;49;25901;54.3;21243;82;1078;4.2;1943;7.5;1637;6.3
FR;2021-03-24-2021-03-30;59;22095;55.5;17946;81.2;982;4.4;1682;7.6;1485;6.7
FR;2021-03-24-2021-03-30;69;15092;57.1;12109;80.2;717;4.8;1193;7.9;1073;7.1
FR;2021-03-24-2021-03-30;79;8458;58.7;6658;78.7;345;4.1;734;8.7;721;8.5
FR;2021-03-24-2021-03-30;89;4971;61.5;3818;76.8;200;4;506;10.2;447;9
FR;2021-03-24-2021-03-30;90;1966;61.7;1419;72.2;97;4.9;241;12.3;209;10.6
FR;2021-03-25-2021-03-31;09;11066;58.6;8505;76.9;424;3.8;1419;12.8;718;6.5
FR;2021-03-25-2021-03-31;19;28050;53.5;22881;81.6;1061;3.8;2406;8.6;1702;6.1
FR;2021-03-25-2021-03-31;29;24109;50.4;19511;80.9;1088;4.5;2026;8.4;1484;6.2
FR;2021-03-25-2021-03-31;39;25296;51.7;20518;81.1;1080;4.3;2131;8.4;1567;6.2
FR;2021-03-25-2021-03-31;49;25899;53.3;21259;82.1;1060;4.1;1972;7.6;1608;6.2
FR;2021-03-25-2021-03-31;59;22029;54.6;17993;81.7;954;4.3;1667;7.6;1415;6.4
FR;2021-03-25-2021-03-31;69;14890;56.2;12018;80.7;692;4.6;1157;7.8;1023;6.9
FR;2021-03-25-2021-03-31;79;8366;57.9;6642;79.4;339;4.1;716;8.6;669;8
FR;2021-03-25-2021-03-31;89;4896;61;3779;77.2;208;4.2;486;9.9;423;8.6
FR;2021-03-25-2021-03-31;90;1947;61.1;1417;72.8;92;4.7;230;11.8;208;10.7
FR;2021-03-26-2021-04-01;09;10898;58.4;8339;76.5;418;3.8;1427;13.1;714;6.6
FR;2021-03-26-2021-04-01;19;28153;53.7;23031;81.8;1069;3.8;2410;8.6;1643;5.8
FR;2021-03-26-2021-04-01;29;24367;50.3;19764;81.1;1045;4.3;2065;8.5;1493;6.1
FR;2021-03-26-2021-04-01;39;25471;51.7;20782;81.6;1092;4.3;2059;8.1;1538;6
FR;2021-03-26-2021-04-01;49;26130;53.3;21587;82.6;1056;4;1921;7.4;1566;6
FR;2021-03-26-2021-04-01;59;22340;54.8;18327;82;953;4.3;1671;7.5;1389;6.2
FR;2021-03-26-2021-04-01;69;14880;56.4;12117;81.4;680;4.6;1120;7.5;963;6.5
FR;2021-03-26-2021-04-01;79;8543;58.2;6827;79.9;349;4.1;710;8.3;657;7.7
FR;2021-03-26-2021-04-01;89;4982;61.5;3854;77.4;209;4.2;478;9.6;441;8.9
FR;2021-03-26-2021-04-01;90;2014;61.5;1495;74.2;84;4.2;228;11.3;207;10.3
FR;2021-03-27-2021-04-02;09;10299;57.2;7874;76.5;382;3.7;1399;13.6;644;6.3
FR;2021-03-27-2021-04-02;19;27090;52.9;22257;82.2;980;3.6;2318;8.6;1535;5.7
FR;2021-03-27-2021-04-02;29;24338;49.6;19718;81;1052;4.3;2089;8.6;1479;6.1
FR;2021-03-27-2021-04-02;39;24961;50.8;20407;81.8;1076;4.3;2027;8.1;1451;5.8
FR;2021-03-27-2021-04-02;49;25799;52.4;21443;83.1;1010;3.9;1872;7.3;1474;5.7
FR;2021-03-27-2021-04-02;59;22088;54.1;18213;82.5;923;4.2;1647;7.5;1305;5.9
FR;2021-03-27-2021-04-02;69;14609;55.7;11976;82;640;4.4;1116;7.6;877;6
FR;2021-03-27-2021-04-02;79;8511;57.9;6800;79.9;343;4;727;8.5;641;7.5
FR;2021-03-27-2021-04-02;89;5050;61.8;3932;77.9;215;4.3;485;9.6;418;8.3
FR;2021-03-27-2021-04-02;90;2013;61.8;1497;74.4;85;4.2;240;11.9;191;9.5
FR;2021-03-28-2021-04-03;09;10037;57;7655;76.3;372;3.7;1389;13.8;621;6.2
FR;2021-03-28-2021-04-03;19;26858;52.9;22061;82.1;961;3.6;2348;8.7;1488;5.5
FR;2021-03-28-2021-04-03;29;24391;49.5;19763;81;1060;4.3;2116;8.7;1452;6
FR;2021-03-28-2021-04-03;39;24802;50.5;20314;81.9;1051;4.2;2030;8.2;1407;5.7
FR;2021-03-28-2021-04-03;49;25735;52.2;21417;83.2;1010;3.9;1888;7.3;1420;5.5
FR;2021-03-28-2021-04-03;59;22099;53.9;18225;82.5;909;4.1;1671;7.6;1294;5.9
FR;2021-03-28-2021-04-03;69;14452;55;11849;82;618;4.3;1111;7.7;874;6
FR;2021-03-28-2021-04-03;79;8469;57.6;6763;79.9;346;4.1;729;8.6;631;7.5
FR;2021-03-28-2021-04-03;89;5031;61.4;3922;78;212;4.2;484;9.6;413;8.2
FR;2021-03-28-2021-04-03;90;1991;61.1;1482;74.4;95;4.8;232;11.7;182;9.1
FR;2021-03-29-2021-04-04;09;9994;57.1;7627;76.3;372;3.7;1381;13.8;614;6.1
FR;2021-03-29-2021-04-04;19;26699;52.8;21931;82.1;956;3.6;2327;8.7;1485;5.6
FR;2021-03-29-2021-04-04;29;24414;49.4;19767;81;1086;4.4;2108;8.6;1453;6
FR;2021-03-29-2021-04-04;39;24736;50.4;20260;81.9;1064;4.3;2016;8.2;1396;5.6
FR;2021-03-29-2021-04-04;49;25601;52;21305;83.2;1005;3.9;1874;7.3;1417;5.5
FR;2021-03-29-2021-04-04;59;22099;53.7;18243;82.6;910;4.1;1656;7.5;1290;5.8
FR;2021-03-29-2021-04-04;69;14421;54.9;11809;81.9;619;4.3;1114;7.7;879;6.1
FR;2021-03-29-2021-04-04;79;8453;57.5;6751;79.9;356;4.2;721;8.5;625;7.4
FR;2021-03-29-2021-04-04;89;5007;61.3;3897;77.8;225;4.5;473;9.4;412;8.2
FR;2021-03-29-2021-04-04;90;1984;60.8;1479;74.5;93;4.7;229;11.5;183;9.2
FR;2021-03-30-2021-04-05;09;7897;56.2;5991;75.9;287;3.6;1142;14.5;477;6
FR;2021-03-30-2021-04-05;19;21148;51.6;17342;82;792;3.7;1862;8.8;1152;5.4
FR;2021-03-30-2021-04-05;29;19912;48.2;16069;80.7;879;4.4;1779;8.9;1185;6
FR;2021-03-30-2021-04-05;39;19754;48.8;16173;81.9;846;4.3;1643;8.3;1092;5.5
FR;2021-03-30-2021-04-05;49;20347;50.6;16905;83.1;803;3.9;1531;7.5;1108;5.4
FR;2021-03-30-2021-04-05;59;17543;52.3;14464;82.4;710;4;1367;7.8;1002;5.7
FR;2021-03-30-2021-04-05;69;11367;53.3;9342;82.2;471;4.1;866;7.6;688;6.1
FR;2021-03-30-2021-04-05;79;6837;56.2;5485;80.2;277;4.1;598;8.7;477;7
FR;2021-03-30-2021-04-05;89;4140;59.5;3217;77.7;188;4.5;390;9.4;345;8.3
FR;2021-03-30-2021-04-05;90;1637;59.4;1219;74.5;73;4.5;200;12.2;145;8.9
FR;2021-03-31-2021-04-06;09;7431;55.3;5701;76.7;280;3.8;1038;14;412;5.5
FR;2021-03-31-2021-04-06;19;20699;51.1;17083;82.5;717;3.5;1812;8.8;1087;5.3
FR;2021-03-31-2021-04-06;29;21038;47.6;17072;81.1;886;4.2;1848;8.8;1232;5.9
FR;2021-03-31-2021-04-06;39;20667;47.9;17028;82.4;874;4.2;1697;8.2;1068;5.2
FR;2021-03-31-2021-04-06;49;21648;49.9;18084;83.5;843;3.9;1595;7.4;1126;5.2
FR;2021-03-31-2021-04-06;59;18934;51.6;15654;82.7;802;4.2;1455;7.7;1023;5.4
FR;2021-03-31-2021-04-06;69;12134;52.9;9973;82.2;511;4.2;929;7.7;721;5.9
FR;2021-03-31-2021-04-06;79;7125;55.1;5733;80.5;268;3.8;641;9;483;6.8
FR;2021-03-31-2021-04-06;89;4323;59;3352;77.5;186;4.3;437;10.1;348;8
FR;2021-03-31-2021-04-06;90;1738;59;1300;74.8;77;4.4;215;12.4;146;8.4
FR;2021-04-01-2021-04-07;09;6998;55.3;5376;76.8;259;3.7;1000;14.3;363;5.2
FR;2021-04-01-2021-04-07;19;19901;51.5;16450;82.7;687;3.5;1744;8.8;1020;5.1
FR;2021-04-01-2021-04-07;29;21586;48.1;17560;81.3;877;4.1;1931;8.9;1218;5.6
FR;2021-04-01-2021-04-07;39;21114;48.2;17469;82.7;851;4;1746;8.3;1048;5
FR;2021-04-01-2021-04-07;49;21960;50.1;18419;83.9;893;4.1;1578;7.2;1070;4.9
FR;2021-04-01-2021-04-07;59;19402;52;16120;83.1;813;4.2;1464;7.5;1005;5.2
FR;2021-04-01-2021-04-07;69;12445;53.1;10253;82.4;503;4;990;8;699;5.6
FR;2021-04-01-2021-04-07;79;7281;55.5;5878;80.7;285;3.9;647;8.9;471;6.5
FR;2021-04-01-2021-04-07;89;4386;58.7;3422;78;177;4;447;10.2;340;7.8
FR;2021-04-01-2021-04-07;90;1802;58.9;1370;76;81;4.5;215;11.9;136;7.5
FR;2021-04-02-2021-04-08;09;6685;55.9;5189;77.6;245;3.7;909;13.6;342;5.1
FR;2021-04-02-2021-04-08;19;19360;51.8;16074;83;641;3.3;1641;8.5;1004;5.2
FR;2021-04-02-2021-04-08;29;21881;48.7;17848;81.6;880;4;1924;8.8;1229;5.6
FR;2021-04-02-2021-04-08;39;21205;48.7;17618;83.1;841;4;1714;8.1;1032;4.9
FR;2021-04-02-2021-04-08;49;22221;50.8;18555;83.5;927;4.2;1637;7.4;1102;5
FR;2021-04-02-2021-04-08;59;19567;52.4;16257;83.1;825;4.2;1463;7.5;1022;5.2
FR;2021-04-02-2021-04-08;69;12577;53.7;10324;82.1;516;4.1;1027;8.2;710;5.6
FR;2021-04-02-2021-04-08;79;7240;55.3;5849;80.8;283;3.9;639;8.8;469;6.5
FR;2021-04-02-2021-04-08;89;4399;58.8;3461;78.7;180;4.1;453;10.3;305;6.9
FR;2021-04-02-2021-04-08;90;1794;59.2;1377;76.8;79;4.4;201;11.2;137;7.6
FR;2021-04-03-2021-04-09;09;6525;56.4;5120;78.5;229;3.5;852;13.1;324;5
FR;2021-04-03-2021-04-09;19;19100;52.3;15869;83.1;643;3.4;1627;8.5;961;5
FR;2021-04-03-2021-04-09;29;22085;49;18091;81.9;864;3.9;1931;8.7;1199;5.4
FR;2021-04-03-2021-04-09;39;21260;48.9;17735;83.4;803;3.8;1707;8;1015;4.8
FR;2021-04-03-2021-04-09;49;22270;51.1;18562;83.3;942;4.2;1669;7.5;1097;4.9
FR;2021-04-03-2021-04-09;59;19736;52.8;16404;83.1;821;4.2;1501;7.6;1010;5.1
FR;2021-04-03-2021-04-09;69;12612;53.4;10364;82.2;504;4;1037;8.2;707;5.6
FR;2021-04-03-2021-04-09;79;7301;55.1;5868;80.4;289;4;663;9.1;481;6.6
FR;2021-04-03-2021-04-09;89;4298;58.2;3376;78.5;177;4.1;429;10;316;7.4
FR;2021-04-03-2021-04-09;90;1751;58.5;1339;76.5;74;4.2;194;11.1;144;8.2
FR;2021-04-04-2021-04-10;09;6395;56.5;5072;79.3;208;3.3;815;12.7;300;4.7
FR;2021-04-04-2021-04-10;19;18854;52.2;15763;83.6;608;3.2;1563;8.3;920;4.9
FR;2021-04-04-2021-04-10;29;22125;48.9;18093;81.8;884;4;1938;8.8;1210;5.5
FR;2021-04-04-2021-04-10;39;21229;48.9;17716;83.5;816;3.8;1712;8.1;985;4.6
FR;2021-04-04-2021-04-10;49;22140;51;18472;83.4;932;4.2;1641;7.4;1095;4.9
FR;2021-04-04-2021-04-10;59;19684;52.7;16391;83.3;808;4.1;1504;7.6;981;5
FR;2021-04-04-2021-04-10;69;12672;53.7;10481;82.7;485;3.8;1034;8.2;672;5.3
FR;2021-04-04-2021-04-10;79;7295;55;5887;80.7;286;3.9;663;9.1;459;6.3
FR;2021-04-04-2021-04-10;89;4297;58.2;3392;78.9;164;3.8;440;10.2;301;7
FR;2021-04-04-2021-04-10;90;1739;58.6;1338;76.9;58;3.3;202;11.6;141;8.1
FR;2021-04-05-2021-04-11;09;6366;56.3;5056;79.4;209;3.3;801;12.6;300;4.7
FR;2021-04-05-2021-04-11;19;18901;52.4;15800;83.6;616;3.3;1559;8.2;926;4.9
FR;2021-04-05-2021-04-11;29;22127;48.8;18112;81.9;867;3.9;1940;8.8;1208;5.5
FR;2021-04-05-2021-04-11;39;21275;49;17736;83.4;809;3.8;1736;8.2;994;4.7
FR;2021-04-05-2021-04-11;49;22163;51;18490;83.4;928;4.2;1651;7.4;1094;4.9
FR;2021-04-05-2021-04-11;59;19744;52.9;16430;83.2;813;4.1;1518;7.7;983;5
FR;2021-04-05-2021-04-11;69;12666;53.7;10484;82.8;488;3.9;1029;8.1;665;5.3
FR;2021-04-05-2021-04-11;79;7291;55;5884;80.7;277;3.8;667;9.1;463;6.4
FR;2021-04-05-2021-04-11;89;4325;58.4;3423;79.1;154;3.6;446;10.3;302;7
FR;2021-04-05-2021-04-11;90;1744;58.8;1346;77.2;59;3.4;199;11.4;140;8
FR;2021-04-06-2021-04-12;09;7480;56.7;5963;79.7;237;3.2;929;12.4;351;4.7
FR;2021-04-06-2021-04-12;19;22431;52.8;18775;83.7;737;3.3;1835;8.2;1084;4.8
FR;2021-04-06-2021-04-12;29;26355;49.2;21643;82.1;1040;3.9;2240;8.5;1432;5.4
FR;2021-04-06-2021-04-12;39;25379;49.6;21168;83.4;984;3.9;2064;8.1;1163;4.6
FR;2021-04-06-2021-04-12;49;26540;51.7;22174;83.5;1115;4.2;1978;7.5;1273;4.8
