epci2020,semaine_glissante,clage_65,ti
200040715,2021-07-25-2021-07-31,65,48.1
200040715,2021-07-26-2021-08-01,0,154.9
200040715,2021-07-26-2021-08-01,65,44.6
200040715,2021-07-27-2021-08-02,0,155.6
200040715,2021-07-27-2021-08-02,65,51.7
200040715,2021-07-28-2021-08-03,0,162.6
200040715,2021-07-28-2021-08-03,65,60.7
200040715,2021-07-29-2021-08-04,0,165.8
200040715,2021-07-29-2021-08-04,65,67.9
200040715,2021-07-30-2021-08-05,0,176.6
200040715,2021-07-30-2021-08-05,65,69
200040715,2021-07-31-2021-08-06,0,184.4
200040715,2021-07-31-2021-08-06,65,75
200040715,2021-08-01-2021-08-07,0,184.8
200040715,2021-08-01-2021-08-07,65,75
200040715,2021-08-02-2021-08-08,0,185.1
200040715,2021-08-02-2021-08-08,65,75
200040715,2021-08-03-2021-08-09,0,199.4
200040715,2021-08-03-2021-08-09,65,82.1
200040715,2021-08-04-2021-08-10,0,201.1
200040715,2021-08-04-2021-08-10,65,76.7
200040715,2021-08-05-2021-08-11,0,206.2
200040715,2021-08-05-2021-08-11,65,77.9
200040715,2021-08-06-2021-08-12,0,203
200040715,2021-08-06-2021-08-12,65,82.2
200040715,2021-08-07-2021-08-13,0,202.6
200040715,2021-08-07-2021-08-13,65,77.5
200040715,2021-08-08-2021-08-14,0,206.1
200040715,2021-08-08-2021-08-14,65,72.7
200040715,2021-08-09-2021-08-15,0,209.3
200040715,2021-08-09-2021-08-15,65,77.5
200040715,2021-08-10-2021-08-16,0,199.9
200040715,2021-08-10-2021-08-16,65,75.5
200040715,2021-08-11-2021-08-17,0,199.6
200040715,2021-08-11-2021-08-17,65,68.3
244200770,2021-07-12-2021-07-18,0,40.8
244200770,2021-07-12-2021-07-18,65,4.5
244200770,2021-07-13-2021-07-19,0,58.2
244200770,2021-07-13-2021-07-19,65,7.9
244200770,2021-07-14-2021-07-20,0,72.3
244200770,2021-07-14-2021-07-20,65,11.3
244200770,2021-07-15-2021-07-21,0,92.1
244200770,2021-07-15-2021-07-21,65,18
244200770,2021-07-16-2021-07-22,0,103.9
244200770,2021-07-16-2021-07-22,65,25.9
244200770,2021-07-17-2021-07-23,0,115.2
244200770,2021-07-17-2021-07-23,65,32.7
244200770,2021-07-18-2021-07-24,0,123.6
244200770,2021-07-18-2021-07-24,65,34.9
244200770,2021-07-19-2021-07-25,0,125.9
244200770,2021-07-19-2021-07-25,65,36
244200770,2021-07-20-2021-07-26,0,139
244200770,2021-07-20-2021-07-26,65,48.4
244200770,2021-07-21-2021-07-27,0,147.5
244200770,2021-07-21-2021-07-27,65,50.7
244200770,2021-07-22-2021-07-28,0,155.9
244200770,2021-07-22-2021-07-28,65,49
244200770,2021-07-23-2021-07-29,0,165.2
244200770,2021-07-23-2021-07-29,65,49
244200770,2021-07-24-2021-07-30,0,173.4
244200770,2021-07-24-2021-07-30,65,52.4
244200770,2021-07-25-2021-07-31,0,174.4
244200770,2021-07-25-2021-07-31,65,51.2
244200770,2021-07-26-2021-08-01,0,174.9
244200770,2021-07-26-2021-08-01,65,51.2
244200770,2021-07-27-2021-08-02,0,188.4
244200770,2021-07-27-2021-08-02,65,46.2
244200770,2021-07-28-2021-08-03,0,192.3
244200770,2021-07-28-2021-08-03,65,51.9
244200770,2021-07-29-2021-08-04,0,202.3
244200770,2021-07-29-2021-08-04,65,62.6
244200770,2021-07-30-2021-08-05,0,207.6
244200770,2021-07-30-2021-08-05,65,64.8
244200770,2021-07-31-2021-08-06,0,209.4
244200770,2021-07-31-2021-08-06,65,64.3
244200770,2021-08-01-2021-08-07,0,217.8
244200770,2021-08-01-2021-08-07,65,71.1
244200770,2021-08-02-2021-08-08,0,219.3
244200770,2021-08-02-2021-08-08,65,72.2
244200770,2021-08-03-2021-08-09,0,233.2
244200770,2021-08-03-2021-08-09,65,81.2
244200770,2021-08-04-2021-08-10,0,246
244200770,2021-08-04-2021-08-10,65,80.1
244200770,2021-08-05-2021-08-11,0,245.8
244200770,2021-08-05-2021-08-11,65,81.2
244200770,2021-08-06-2021-08-12,0,254.2
244200770,2021-08-06-2021-08-12,65,77.8
244200770,2021-08-07-2021-08-13,0,266.3
244200770,2021-08-07-2021-08-13,65,94
244200770,2021-08-08-2021-08-14,0,265.8
244200770,2021-08-08-2021-08-14,65,97.4
244200770,2021-08-09-2021-08-15,0,265.4
244200770,2021-08-09-2021-08-15,65,101.9
244200770,2021-08-10-2021-08-16,0,254.1
244200770,2021-08-10-2021-08-16,65,102.5
244200770,2021-08-11-2021-08-17,0,249.6
244200770,2021-08-11-2021-08-17,65,104.7
244400404,2021-07-12-2021-07-18,0,92.6
244400404,2021-07-12-2021-07-18,65,14.7
244400404,2021-07-13-2021-07-19,0,110.3
244400404,2021-07-13-2021-07-19,65,20.1
244400404,2021-07-14-2021-07-20,0,124.4
244400404,2021-07-14-2021-07-20,65,21.3
244400404,2021-07-15-2021-07-21,0,149.8
244400404,2021-07-15-2021-07-21,65,24.7
244400404,2021-07-16-2021-07-22,0,160.9
244400404,2021-07-16-2021-07-22,65,27.4
244400404,2021-07-17-2021-07-23,0,172.3
244400404,2021-07-17-2021-07-23,65,25.6
244400404,2021-07-18-2021-07-24,0,182
244400404,2021-07-18-2021-07-24,65,23.6
244400404,2021-07-19-2021-07-25,0,182.1
244400404,2021-07-19-2021-07-25,65,24.5
244400404,2021-07-20-2021-07-26,0,188.8
244400404,2021-07-20-2021-07-26,65,24.7
244400404,2021-07-21-2021-07-27,0,190.1
244400404,2021-07-21-2021-07-27,65,31.3
244400404,2021-07-22-2021-07-28,0,187.1
244400404,2021-07-22-2021-07-28,65,29.7
244400404,2021-07-23-2021-07-29,0,177.2
244400404,2021-07-23-2021-07-29,65,33.2
244400404,2021-07-24-2021-07-30,0,172.9
244400404,2021-07-24-2021-07-30,65,37.7
244400404,2021-07-25-2021-07-31,0,167.2
244400404,2021-07-25-2021-07-31,65,39.1
244400404,2021-07-26-2021-08-01,0,168.4
244400404,2021-07-26-2021-08-01,65,38.2
244400404,2021-07-27-2021-08-02,0,170.5
244400404,2021-07-27-2021-08-02,65,52.6
244400404,2021-07-28-2021-08-03,0,166.9
244400404,2021-07-28-2021-08-03,65,47.4
244400404,2021-07-29-2021-08-04,0,163.6
244400404,2021-07-29-2021-08-04,65,53
244400404,2021-07-30-2021-08-05,0,163.6
244400404,2021-07-30-2021-08-05,65,49.4
244400404,2021-07-31-2021-08-06,0,163.3
244400404,2021-07-31-2021-08-06,65,55.7
244400404,2021-08-01-2021-08-07,0,164.7
244400404,2021-08-01-2021-08-07,65,56.5
244400404,2021-08-02-2021-08-08,0,164.3
244400404,2021-08-02-2021-08-08,65,58.3
244400404,2021-08-03-2021-08-09,0,161.1
244400404,2021-08-03-2021-08-09,65,46.9
244400404,2021-08-04-2021-08-10,0,164.2
244400404,2021-08-04-2021-08-10,65,49
244400404,2021-08-05-2021-08-11,0,171.2
244400404,2021-08-05-2021-08-11,65,54.7
244400404,2021-08-06-2021-08-12,0,179
244400404,2021-08-06-2021-08-12,65,55.9
244400404,2021-08-07-2021-08-13,0,180
244400404,2021-08-07-2021-08-13,65,48.8
244400404,2021-08-08-2021-08-14,0,179.8
244400404,2021-08-08-2021-08-14,65,52.4
244400404,2021-08-09-2021-08-15,0,181.1
244400404,2021-08-09-2021-08-15,65,52.4
244400404,2021-08-10-2021-08-16,0,184.9
244400404,2021-08-10-2021-08-16,65,61.3
244400404,2021-08-11-2021-08-17,0,181.5
244400404,2021-08-11-2021-08-17,65,63.9
244500468,2021-07-12-2021-07-18,0,50.4
244500468,2021-07-12-2021-07-18,65,9.6
244500468,2021-07-13-2021-07-19,0,57.5
244500468,2021-07-13-2021-07-19,65,13.4
244500468,2021-07-14-2021-07-20,0,52.8
244500468,2021-07-14-2021-07-20,65,15.4
244500468,2021-07-15-2021-07-21,0,67.8
244500468,2021-07-15-2021-07-21,65,21.1
244500468,2021-07-16-2021-07-22,0,63.8
244500468,2021-07-16-2021-07-22,65,19.2
244500468,2021-07-17-2021-07-23,0,70.1
244500468,2021-07-17-2021-07-23,65,24.3
244500468,2021-07-18-2021-07-24,0,79.1
244500468,2021-07-18-2021-07-24,65,24.3
244500468,2021-07-19-2021-07-25,0,79.1
244500468,2021-07-19-2021-07-25,65,24.3
244500468,2021-07-20-2021-07-26,0,86.8
244500468,2021-07-20-2021-07-26,65,24
244500468,2021-07-21-2021-07-27,0,93.9
244500468,2021-07-21-2021-07-27,65,24
244500468,2021-07-22-2021-07-28,0,94.5
244500468,2021-07-22-2021-07-28,65,20.2
244500468,2021-07-23-2021-07-29,0,101.7
244500468,2021-07-23-2021-07-29,65,22.1
244500468,2021-07-24-2021-07-30,0,102.5
244500468,2021-07-24-2021-07-30,65,18.6
244500468,2021-07-25-2021-07-31,0,102.6
244500468,2021-07-25-2021-07-31,65,18.6
244500468,2021-07-26-2021-08-01,0,105.1
244500468,2021-07-26-2021-08-01,65,20.4
244500468,2021-07-27-2021-08-02,0,99.3
244500468,2021-07-27-2021-08-02,65,24.7
244500468,2021-07-28-2021-08-03,0,104.5
244500468,2021-07-28-2021-08-03,65,20.9
244500468,2021-07-29-2021-08-04,0,103.4
244500468,2021-07-29-2021-08-04,65,23.5
244500468,2021-07-30-2021-08-05,0,101.9
244500468,2021-07-30-2021-08-05,65,25.4
244500468,2021-07-31-2021-08-06,0,104.7
244500468,2021-07-31-2021-08-06,65,24.5
244500468,2021-08-01-2021-08-07,0,109.6
244500468,2021-08-01-2021-08-07,65,30.2
244500468,2021-08-02-2021-08-08,0,111.9
244500468,2021-08-02-2021-08-08,65,31
244500468,2021-08-03-2021-08-09,0,124.1
244500468,2021-08-03-2021-08-09,65,46.3
244500468,2021-08-04-2021-08-10,0,125.5
244500468,2021-08-04-2021-08-10,65,50.1
244500468,2021-08-05-2021-08-11,0,134.6
244500468,2021-08-05-2021-08-11,65,52.7
244500468,2021-08-06-2021-08-12,0,146.6
244500468,2021-08-06-2021-08-12,65,68.1
244500468,2021-08-07-2021-08-13,0,152
244500468,2021-08-07-2021-08-13,65,63.5
244500468,2021-08-08-2021-08-14,0,154.1
244500468,2021-08-08-2021-08-14,65,61.6
244500468,2021-08-09-2021-08-15,0,157.1
244500468,2021-08-09-2021-08-15,65,59
244500468,2021-08-10-2021-08-16,0,159.8
244500468,2021-08-10-2021-08-16,65,47.5
244500468,2021-08-11-2021-08-17,0,166.3
244500468,2021-08-11-2021-08-17,65,47.5
245400676,2021-07-12-2021-07-18,0,68.8
245400676,2021-07-12-2021-07-18,65,14.5
245400676,2021-07-13-2021-07-19,0,87.1
245400676,2021-07-13-2021-07-19,65,17.3
245400676,2021-07-14-2021-07-20,0,97.2
245400676,2021-07-14-2021-07-20,65,17.3
245400676,2021-07-15-2021-07-21,0,116.2
245400676,2021-07-15-2021-07-21,65,15.9
245400676,2021-07-16-2021-07-22,0,122.2
245400676,2021-07-16-2021-07-22,65,13.8
245400676,2021-07-17-2021-07-23,0,132.3
245400676,2021-07-17-2021-07-23,65,15.9
245400676,2021-07-18-2021-07-24,0,136.5
245400676,2021-07-18-2021-07-24,65,14.5
245400676,2021-07-19-2021-07-25,0,141.2
245400676,2021-07-19-2021-07-25,65,16.6
245400676,2021-07-20-2021-07-26,0,143.4
245400676,2021-07-20-2021-07-26,65,18
245400676,2021-07-21-2021-07-27,0,151.6
245400676,2021-07-21-2021-07-27,65,19.2
245400676,2021-07-22-2021-07-28,0,160.2
245400676,2021-07-22-2021-07-28,65,18.5
245400676,2021-07-23-2021-07-29,0,160.9
245400676,2021-07-23-2021-07-29,65,19.7
245400676,2021-07-24-2021-07-30,0,153.1
245400676,2021-07-24-2021-07-30,65,15.5
245400676,2021-07-25-2021-07-31,0,151.2
245400676,2021-07-25-2021-07-31,65,16.9
245400676,2021-07-26-2021-08-01,0,146.6
245400676,2021-07-26-2021-08-01,65,19
245400676,2021-07-27-2021-08-02,0,146.6
245400676,2021-07-27-2021-08-02,65,23.1
245400676,2021-07-28-2021-08-03,0,141.1
245400676,2021-07-28-2021-08-03,65,30.9
245400676,2021-07-29-2021-08-04,0,131.8
245400676,2021-07-29-2021-08-04,65,43.4
245400676,2021-07-30-2021-08-05,0,129.4
245400676,2021-07-30-2021-08-05,65,52.6
245400676,2021-07-31-2021-08-06,0,139.8
245400676,2021-07-31-2021-08-06,65,71.3
245400676,2021-08-01-2021-08-07,0,144.3
245400676,2021-08-01-2021-08-07,65,77.5
245400676,2021-08-02-2021-08-08,0,145.2
245400676,2021-08-02-2021-08-08,65,74
245400676,2021-08-03-2021-08-09,0,158.7
245400676,2021-08-03-2021-08-09,65,82.1
245400676,2021-08-04-2021-08-10,0,159.3
245400676,2021-08-04-2021-08-10,65,79.3
245400676,2021-08-05-2021-08-11,0,165.1
245400676,2021-08-05-2021-08-11,65,77.2
245400676,2021-08-06-2021-08-12,0,170.1
245400676,2021-08-06-2021-08-12,65,79.3
245400676,2021-08-07-2021-08-13,0,170
245400676,2021-08-07-2021-08-13,65,68.9
245400676,2021-08-08-2021-08-14,0,172.2
245400676,2021-08-08-2021-08-14,65,64.8
245400676,2021-08-09-2021-08-15,0,170.5
245400676,2021-08-09-2021-08-15,65,64.1
245400676,2021-08-10-2021-08-16,0,170.9
245400676,2021-08-10-2021-08-16,65,72.6
245400676,2021-08-11-2021-08-17,0,170.5
245400676,2021-08-11-2021-08-17,65,80.9
200039865,2021-07-12-2021-07-18,0,78.1
200039865,2021-07-12-2021-07-18,65,18.5
200039865,2021-07-13-2021-07-19,0,83.7
200039865,2021-07-13-2021-07-19,65,20.8
200039865,2021-07-14-2021-07-20,0,86
200039865,2021-07-14-2021-07-20,65,20.8
200039865,2021-07-15-2021-07-21,0,100.7
200039865,2021-07-15-2021-07-21,65,27.7
200039865,2021-07-16-2021-07-22,0,100.6
200039865,2021-07-16-2021-07-22,65,27.7
200039865,2021-07-17-2021-07-23,0,112.7
200039865,2021-07-17-2021-07-23,65,37
200039865,2021-07-18-2021-07-24,0,118.9
200039865,2021-07-18-2021-07-24,65,44.4
200039865,2021-07-19-2021-07-25,0,122.6
200039865,2021-07-19-2021-07-25,65,49
200039865,2021-07-20-2021-07-26,0,153.3
200039865,2021-07-20-2021-07-26,65,53.7
200039865,2021-07-21-2021-07-27,0,170.1
200039865,2021-07-21-2021-07-27,65,60.6
200039865,2021-07-22-2021-07-28,0,179
200039865,2021-07-22-2021-07-28,65,56
200039865,2021-07-23-2021-07-29,0,199.1
200039865,2021-07-23-2021-07-29,65,60.6
200039865,2021-07-24-2021-07-30,0,207.5
200039865,2021-07-24-2021-07-30,65,60.6
200039865,2021-07-25-2021-07-31,0,208.7
200039865,2021-07-25-2021-07-31,65,50.9
200039865,2021-07-26-2021-08-01,0,207.8
200039865,2021-07-26-2021-08-01,65,46.2
200039865,2021-07-27-2021-08-02,0,207.6
200039865,2021-07-27-2021-08-02,65,50.9
200039865,2021-07-28-2021-08-03,0,207.7
200039865,2021-07-28-2021-08-03,65,41.6
200039865,2021-07-29-2021-08-04,0,215.2
200039865,2021-07-29-2021-08-04,65,43.9
200039865,2021-07-30-2021-08-05,0,213.4
200039865,2021-07-30-2021-08-05,65,48.6
200039865,2021-07-31-2021-08-06,0,218.6
200039865,2021-07-31-2021-08-06,65,50.9
200039865,2021-08-01-2021-08-07,0,220.4
200039865,2021-08-01-2021-08-07,65,57.8
200039865,2021-08-02-2021-08-08,0,222.3
200039865,2021-08-02-2021-08-08,65,60.1
200039865,2021-08-03-2021-08-09,0,226.4
200039865,2021-08-03-2021-08-09,65,60.5
200039865,2021-08-04-2021-08-10,0,230.4
200039865,2021-08-04-2021-08-10,65,65.2
200039865,2021-08-05-2021-08-11,0,225.1
200039865,2021-08-05-2021-08-11,65,58.2
200039865,2021-08-06-2021-08-12,0,219.8
200039865,2021-08-06-2021-08-12,65,58.2
200039865,2021-08-07-2021-08-13,0,215.1
200039865,2021-08-07-2021-08-13,65,55.9
200039865,2021-08-08-2021-08-14,0,220.1
200039865,2021-08-08-2021-08-14,65,53.6
200039865,2021-08-09-2021-08-15,0,218.2
200039865,2021-08-09-2021-08-15,65,53.6
200039865,2021-08-10-2021-08-16,0,214.1
200039865,2021-08-10-2021-08-16,65,60.6
200039865,2021-08-11-2021-08-17,0,222
200039865,2021-08-11-2021-08-17,65,76.8
245900410,2021-07-12-2021-07-18,0,67
245900410,2021-07-12-2021-07-18,65,13.2
245900410,2021-07-13-2021-07-19,0,82
245900410,2021-07-13-2021-07-19,65,20.7
245900410,2021-07-14-2021-07-20,0,97
245900410,2021-07-14-2021-07-20,65,24.3
245900410,2021-07-15-2021-07-21,0,119.5
245900410,2021-07-15-2021-07-21,65,29.9
245900410,2021-07-16-2021-07-22,0,133.6
245900410,2021-07-16-2021-07-22,65,34.4
245900410,2021-07-17-2021-07-23,0,150.2
245900410,2021-07-17-2021-07-23,65,39.5
245900410,2021-07-18-2021-07-24,0,158.2
245900410,2021-07-18-2021-07-24,65,40.1
245900410,2021-07-19-2021-07-25,0,163.8
245900410,2021-07-19-2021-07-25,65,37
245900410,2021-07-20-2021-07-26,0,169.5
245900410,2021-07-20-2021-07-26,65,34.6
245900410,2021-07-21-2021-07-27,0,168.7
245900410,2021-07-21-2021-07-27,65,35.5
245900410,2021-07-22-2021-07-28,0,170.2
245900410,2021-07-22-2021-07-28,65,37.4
245900410,2021-07-23-2021-07-29,0,169.4
245900410,2021-07-23-2021-07-29,65,41.3
245900410,2021-07-24-2021-07-30,0,174.3
245900410,2021-07-24-2021-07-30,65,45.3
245900410,2021-07-25-2021-07-31,0,180.7
245900410,2021-07-25-2021-07-31,65,49.8
245900410,2021-07-26-2021-08-01,0,182.3
245900410,2021-07-26-2021-08-01,65,51.5
245900410,2021-07-27-2021-08-02,0,196.3
245900410,2021-07-27-2021-08-02,65,61
245900410,2021-07-28-2021-08-03,0,204.8
245900410,2021-07-28-2021-08-03,65,62.2
245900410,2021-07-29-2021-08-04,0,209
245900410,2021-07-29-2021-08-04,65,65.3
245900410,2021-07-30-2021-08-05,0,216.7
245900410,2021-07-30-2021-08-05,65,68.7
245900410,2021-07-31-2021-08-06,0,218.4
245900410,2021-07-31-2021-08-06,65,73.8
245900410,2021-08-01-2021-08-07,0,222.7
245900410,2021-08-01-2021-08-07,65,69.5
245900410,2021-08-02-2021-08-08,0,227.3
245900410,2021-08-02-2021-08-08,65,70.6
245900410,2021-08-03-2021-08-09,0,236.5
245900410,2021-08-03-2021-08-09,65,71.2
245900410,2021-08-04-2021-08-10,0,245
245900410,2021-08-04-2021-08-10,65,79.7
245900410,2021-08-05-2021-08-11,0,253.9
245900410,2021-08-05-2021-08-11,65,89.8
245900410,2021-08-06-2021-08-12,0,258.3
245900410,2021-08-06-2021-08-12,65,92.4
245900410,2021-08-07-2021-08-13,0,260.6
245900410,2021-08-07-2021-08-13,65,97.1
245900410,2021-08-08-2021-08-14,0,260.8
245900410,2021-08-08-2021-08-14,65,100.3
245900410,2021-08-09-2021-08-15,0,256.2
245900410,2021-08-09-2021-08-15,65,101.1
245900410,2021-08-10-2021-08-16,0,255.4
245900410,2021-08-10-2021-08-16,65,102.5
245900410,2021-08-11-2021-08-17,0,251.8
245900410,2021-08-11-2021-08-17,65,105.4
246300701,2021-07-12-2021-07-18,0,47
246300701,2021-07-12-2021-07-18,65,11.3
246300701,2021-07-13-2021-07-19,0,55.3
246300701,2021-07-13-2021-07-19,65,9.7
246300701,2021-07-14-2021-07-20,0,56.7
246300701,2021-07-14-2021-07-20,65,11.1
246300701,2021-07-15-2021-07-21,0,66
246300701,2021-07-15-2021-07-21,65,11.1
246300701,2021-07-16-2021-07-22,0,73.5
246300701,2021-07-16-2021-07-22,65,11.1
246300701,2021-07-17-2021-07-23,0,79.9
246300701,2021-07-17-2021-07-23,65,16
246300701,2021-07-18-2021-07-24,0,88.5
246300701,2021-07-18-2021-07-24,65,20.8
246300701,2021-07-19-2021-07-25,0,89.9
246300701,2021-07-19-2021-07-25,65,22.5
246300701,2021-07-20-2021-07-26,0,97.8
246300701,2021-07-20-2021-07-26,65,19.2
246300701,2021-07-21-2021-07-27,0,99.3
246300701,2021-07-21-2021-07-27,65,21
246300701,2021-07-22-2021-07-28,0,104.4
246300701,2021-07-22-2021-07-28,65,33.9
246300701,2021-07-23-2021-07-29,0,99.1
246300701,2021-07-23-2021-07-29,65,37.2
246300701,2021-07-24-2021-07-30,0,102
246300701,2021-07-24-2021-07-30,65,33.9
246300701,2021-07-25-2021-07-31,0,101.3
246300701,2021-07-25-2021-07-31,65,27.5
246300701,2021-07-26-2021-08-01,0,104
246300701,2021-07-26-2021-08-01,65,25.9
246300701,2021-07-27-2021-08-02,0,108.7
246300701,2021-07-27-2021-08-02,65,30.7
246300701,2021-07-28-2021-08-03,0,111.2
246300701,2021-07-28-2021-08-03,65,29.1
246300701,2021-07-29-2021-08-04,0,110.8
246300701,2021-07-29-2021-08-04,65,25.9
246300701,2021-07-30-2021-08-05,0,117.7
246300701,2021-07-30-2021-08-05,65,24.2
246300701,2021-07-31-2021-08-06,0,120.1
246300701,2021-07-31-2021-08-06,65,33
246300701,2021-08-01-2021-08-07,0,122.2
246300701,2021-08-01-2021-08-07,65,39.4
246300701,2021-08-02-2021-08-08,0,117.7
246300701,2021-08-02-2021-08-08,65,39.4
246300701,2021-08-03-2021-08-09,0,114.6
246300701,2021-08-03-2021-08-09,65,47.5
246300701,2021-08-04-2021-08-10,0,119.8
246300701,2021-08-04-2021-08-10,65,50.8
246300701,2021-08-05-2021-08-11,0,120.7
246300701,2021-08-05-2021-08-11,65,48.9
246300701,2021-08-06-2021-08-12,0,127
246300701,2021-08-06-2021-08-12,65,53.6
246300701,2021-08-07-2021-08-13,0,125.7
246300701,2021-08-07-2021-08-13,65,48.1
246300701,2021-08-08-2021-08-14,0,124.7
246300701,2021-08-08-2021-08-14,65,46.5
246300701,2021-08-09-2021-08-15,0,126.4
246300701,2021-08-09-2021-08-15,65,48.1
246300701,2021-08-10-2021-08-16,0,123.9
246300701,2021-08-10-2021-08-16,65,35.9
246300701,2021-08-11-2021-08-17,0,124.4
246300701,2021-08-11-2021-08-17,65,34.1
246700488,2021-07-12-2021-07-18,0,115.9
246700488,2021-07-12-2021-07-18,65,21.8
246700488,2021-07-13-2021-07-19,0,145.9
246700488,2021-07-13-2021-07-19,65,25.2
246700488,2021-07-14-2021-07-20,0,163.1
246700488,2021-07-14-2021-07-20,65,29.8
246700488,2021-07-15-2021-07-21,0,195.8
246700488,2021-07-15-2021-07-21,65,30.9
246700488,2021-07-16-2021-07-22,0,209.7
246700488,2021-07-16-2021-07-22,65,27.5
246700488,2021-07-17-2021-07-23,0,218.9
246700488,2021-07-17-2021-07-23,65,25.2
246700488,2021-07-18-2021-07-24,0,232.2
246700488,2021-07-18-2021-07-24,65,27.5
246700488,2021-07-19-2021-07-25,0,231.7
246700488,2021-07-19-2021-07-25,65,27.5
246700488,2021-07-20-2021-07-26,0,245.2
246700488,2021-07-20-2021-07-26,65,36.6
246700488,2021-07-21-2021-07-27,0,251.9
246700488,2021-07-21-2021-07-27,65,37.8
246700488,2021-07-22-2021-07-28,0,254.7
246700488,2021-07-22-2021-07-28,65,47
246700488,2021-07-23-2021-07-29,0,250.5
246700488,2021-07-23-2021-07-29,65,51.5
246700488,2021-07-24-2021-07-30,0,245.2
246700488,2021-07-24-2021-07-30,65,48.1
246700488,2021-07-25-2021-07-31,0,239.6
246700488,2021-07-25-2021-07-31,65,55
246700488,2021-07-26-2021-08-01,0,236.9
246700488,2021-07-26-2021-08-01,65,57.3
246700488,2021-07-27-2021-08-02,0,221.8
246700488,2021-07-27-2021-08-02,65,54.3
246700488,2021-07-28-2021-08-03,0,226
246700488,2021-07-28-2021-08-03,65,60
246700488,2021-07-29-2021-08-04,0,217.1
246700488,2021-07-29-2021-08-04,65,54.3
246700488,2021-07-30-2021-08-05,0,216.9
246700488,2021-07-30-2021-08-05,65,57.7
246700488,2021-07-31-2021-08-06,0,218
246700488,2021-07-31-2021-08-06,65,65.7
246700488,2021-08-01-2021-08-07,0,215
246700488,2021-08-01-2021-08-07,65,60
246700488,2021-08-02-2021-08-08,0,220
246700488,2021-08-02-2021-08-08,65,64.6
246700488,2021-08-03-2021-08-09,0,227.3
246700488,2021-08-03-2021-08-09,65,69.9
246700488,2021-08-04-2021-08-10,0,220.8
246700488,2021-08-04-2021-08-10,65,66.9
246700488,2021-08-05-2021-08-11,0,218.9
246700488,2021-08-05-2021-08-11,65,72.6
246700488,2021-08-06-2021-08-12,0,222.9
246700488,2021-08-06-2021-08-12,65,70.3
246700488,2021-08-07-2021-08-13,0,227
246700488,2021-08-07-2021-08-13,65,75.4
246700488,2021-08-08-2021-08-14,0,231.2
246700488,2021-08-08-2021-08-14,65,74.2
246700488,2021-08-09-2021-08-15,0,225.6
246700488,2021-08-09-2021-08-15,65,67.4
246700488,2021-08-10-2021-08-16,0,218.2
246700488,2021-08-10-2021-08-16,65,67.4
246700488,2021-08-11-2021-08-17,0,211
246700488,2021-08-11-2021-08-17,65,69.2
200046977,2021-07-12-2021-07-18,0,132.2
200046977,2021-07-12-2021-07-18,65,17.8
200046977,2021-07-13-2021-07-19,0,178.2
200046977,2021-07-13-2021-07-19,65,26.4
200046977,2021-07-14-2021-07-20,0,212.9
200046977,2021-07-14-2021-07-20,65,35.3
200046977,2021-07-15-2021-07-21,0,268.7
200046977,2021-07-15-2021-07-21,65,48.8
200046977,2021-07-16-2021-07-22,0,281.7
200046977,2021-07-16-2021-07-22,65,54.4
200046977,2021-07-17-2021-07-23,0,306.2
200046977,2021-07-17-2021-07-23,65,64.1
200046977,2021-07-18-2021-07-24,0,316.8
200046977,2021-07-18-2021-07-24,65,68
200046977,2021-07-19-2021-07-25,0,319
200046977,2021-07-19-2021-07-25,65,66.7
200046977,2021-07-20-2021-07-26,0,337.3
200046977,2021-07-20-2021-07-26,65,81
200046977,2021-07-21-2021-07-27,0,348.3
200046977,2021-07-21-2021-07-27,65,88.1
200046977,2021-07-22-2021-07-28,0,348.8
200046977,2021-07-22-2021-07-28,65,89.2
200046977,2021-07-23-2021-07-29,0,358.4
200046977,2021-07-23-2021-07-29,65,93.8
200046977,2021-07-24-2021-07-30,0,354.6
200046977,2021-07-24-2021-07-30,65,97.8
200046977,2021-07-25-2021-07-31,0,354.7
200046977,2021-07-25-2021-07-31,65,98.7
200046977,2021-07-26-2021-08-01,0,354.9
200046977,2021-07-26-2021-08-01,65,103.3
200046977,2021-07-27-2021-08-02,0,345.1
200046977,2021-07-27-2021-08-02,65,103.5
200046977,2021-07-28-2021-08-03,0,333.8
200046977,2021-07-28-2021-08-03,65,109.6
200046977,2021-07-29-2021-08-04,0,331.4
200046977,2021-07-29-2021-08-04,65,108.8
200046977,2021-07-30-2021-08-05,0,326.2
200046977,2021-07-30-2021-08-05,65,109.2
200046977,2021-07-31-2021-08-06,0,330.4
200046977,2021-07-31-2021-08-06,65,112.5
200046977,2021-08-01-2021-08-07,0,328.1
200046977,2021-08-01-2021-08-07,65,114.7
200046977,2021-08-02-2021-08-08,0,328.8
200046977,2021-08-02-2021-08-08,65,112.6
200046977,2021-08-03-2021-08-09,0,337.2
200046977,2021-08-03-2021-08-09,65,114.5
200046977,2021-08-04-2021-08-10,0,341.6
200046977,2021-08-04-2021-08-10,65,120.4
200046977,2021-08-05-2021-08-11,0,339.4
200046977,2021-08-05-2021-08-11,65,126.6
200046977,2021-08-06-2021-08-12,0,338.4
200046977,2021-08-06-2021-08-12,65,124.1
200046977,2021-08-07-2021-08-13,0,336.5
200046977,2021-08-07-2021-08-13,65,125.6
200046977,2021-08-08-2021-08-14,0,337.9
200046977,2021-08-08-2021-08-14,65,123.8
